parent note,mid note,child note,count
Green notes , Bark,Tree bark,32
Green notes , Bark,Massoia bark,31
Green notes , Bark,Birch bark,29
Green notes , Bark,Oak bark,18
Green notes , Bark,Cedar bark,13
Green notes , Bark,Cassia bark,9
Green notes , Bark,Sequoia bark,9
Green notes , Bark,Lemon tree bark,7
Green notes , Bark,Fig tree bark,5
Green notes , Bark,Sandalwood bark,5
Green notes , Bark,Almond tree bark,4
Green notes , Bark,Amyris bark,3
Green notes , Bark,Pine bark,3
Green notes , Bark,Chinchona bark,2
Green notes , Bark,Cumaceba tree bark,2
Green notes , Bark,Cypress bark,2
Green notes , Bark,Elder bark,2
Green notes , Bark,Elm bark,2
Green notes , Bark,Eucalyptus bark,2
Green notes , Bark,Hawthorn bark,2
Green notes , Bark,Melaleuca bark,2
Green notes , Bark,Olive tree bark,2
Green notes , Bark,Rosewood bark,2
Green notes , Bark,Stone pine bark,2
Green notes , Bark,Willow bark,2
Green notes , Bark,Alyxia reinwardtii bark,1
Green notes , Bark,Apple tree bark,1
Green notes , Bark,Chiuri bark,1
Green notes , Bark,Cocoa tree bark,1
Green notes , Bark,Curry bark,1
Green notes , Bark,Hinoki bark,1
Green notes , Bark,Laurel bark,1
Green notes , Bark,Magnolia bark,1
Green notes , Bark,Magnolia tree bark,1
Green notes , Bark,Mango bark,1
Green notes , Bark,Mango tree bark,1
Green notes , Bark,Maple bark,1
Green notes , Bark,Mauby bark,1
Green notes , Bark,Mountain ash bark,1
Green notes , Bark,Mysore sandalwood bark,1
Green notes , Bark,Orange tree bark,1
Green notes , Bark,Palm bark,1
Green notes , Bark,Ponderosa pine bark,1
Green notes , Bark,Styrax tree bark,1
Green notes , Bark,Tea tree bark,1
Green notes , Bark,White cedar bark,1
Green notes , Bark,White tree bark,1
Green notes , Bean,Soy bean,7
Green notes , Bean,Bean,3
Green notes , Bean,Azuki-an,2
Green notes , Bean,Broad bean,1
Green notes , Bean,Miso-an,1
Green notes , Cactus,Cactus blossom,74
Green notes , Cactus,Cactus,57
Green notes , Cactus,Prickly pear,39
Green notes , Cactus,Cactus juice,4
Green notes , Cactus,Cactus water,4
Green notes , Cactus,Saguaro,4
Green notes , Cactus,Bayahibe rose,1
Green notes , Cactus,Cactus peel,1
Green notes , Cactus,Cactus root,1
Green notes , Cactus,Epiphyllum,1
Green notes , Cactus,Peniocereus,1
Green notes , Cactus,Queen-of-the-night ScentTrek™,1
Green notes , Cactus,Star cactus,1
Green notes , Cactus,White cactus,1
Green notes , Cactus,White cactus blossom,1
Green notes , Calamus,Calamus,123
Green notes , Calamus,Indian calamus,3
Green notes , Calamus,Calamus root,2
Green notes , Calamus,Egyptian calamus,2
Green notes , Calamus,Calamus CO2,1
Green notes , Clover,Clover,209
Green notes , Clover,Sweet clover,40
Green notes , Clover,Clover honey,28
Green notes , Clover,Red clover,16
Green notes , Clover,Clover blossom,11
Green notes , Clover,White clover,10
Green notes , Clover,Red clover tea,2
Green notes , Clover,Blue clover,1
Green notes , Clover,Clover root,1
Green notes , Clover,Crimson clover,1
Green notes , Clover,Four-leaf water clover,1
Green notes , Clover,Yellow sweet clover,1
Green notes , Coca,Cocaine,8
Green notes , Coca,Coca leaf,7
Green notes , Coca,Coca blossom,4
Green notes , Coniferous trees,Cedar,9348
Green notes , Coniferous trees,Virginia cedar,1240
Green notes , Coniferous trees,Pine,913
Green notes , Coniferous trees,Atlas cedar,888
Green notes , Coniferous trees,White cedar,441
Green notes , Coniferous trees,Fir,422
Green notes , Coniferous trees,Texas cedar,256
Green notes , Coniferous trees,Coniferous woods,231
Green notes , Coniferous trees,Balsam fir,230
Green notes , Coniferous trees,Himalaya cedar,178
Green notes , Coniferous trees,Spruce,168
Green notes , Coniferous trees,Black spruce,105
Green notes , Coniferous trees,Lebanon cedar,97
Green notes , Coniferous trees,Sequoia,85
Green notes , Coniferous trees,Nootka cypress,63
Green notes , Coniferous trees,Silver fir,63
Green notes , Coniferous trees,Stone pine,56
Green notes , Coniferous trees,Arborvitae,54
Green notes , Coniferous trees,Blue atlas cedar,52
Green notes , Coniferous trees,Douglas fir,52
Green notes , Coniferous trees,Pinyon pine,51
Green notes , Coniferous trees,Callitris columellaris,43
Green notes , Coniferous trees,Hemlock fir,39
Green notes , Coniferous trees,Blue spruce,38
Green notes , Coniferous trees,Scots Pine,35
Green notes , Coniferous trees,Swiss stone pine,33
Green notes , Coniferous trees,Aleppo pine,31
Green notes , Coniferous trees,Cryptomeria,25
Green notes , Coniferous trees,Sequoia wood,20
Green notes , Coniferous trees,Araucaria,19
Green notes , Coniferous trees,Larch,18
Green notes , Coniferous trees,Black cedar,15
Green notes , Coniferous trees,European black pine,15
Green notes , Coniferous trees,Pacific red cedar,15
Green notes , Coniferous trees,Weymouth pine,14
Green notes , Coniferous trees,Hiba cedar,13
Green notes , Coniferous trees,White fir,13
Green notes , Coniferous trees,Californian incense cedar,12
Green notes , Coniferous trees,Mountain pine,12
Green notes , Coniferous trees,White spruce,12
Green notes , Coniferous trees,Evergreens,11
Green notes , Coniferous trees,Ponderosa pine,11
Green notes , Coniferous trees,Conifer needle,10
Green notes , Coniferous trees,Coast redwood,9
Green notes , Coniferous trees,Grand fir,9
Green notes , Coniferous trees,Canadian pine,8
Green notes , Coniferous trees,French pine,8
Green notes , Coniferous trees,Lawson cypress,6
Green notes , Coniferous trees,Noble fir,6
Green notes , Coniferous trees,Scottish pine,6
Green notes , Coniferous trees,Sicilian cedar,6
Green notes , Coniferous trees,Yew,6
Green notes , Coniferous trees,Silver spruce,5
Green notes , Coniferous trees,Conifer resin,4
Green notes , Coniferous trees,Desert cedar,4
Green notes , Coniferous trees,European spruce,4
Green notes , Coniferous trees,Himalayan pine,4
Green notes , Coniferous trees,Balsam spruce,3
Green notes , Coniferous trees,Dwarf pine,3
Green notes , Coniferous trees,Jeffrey pine,3
Green notes , Coniferous trees,Kōyamaki,2
Green notes , Coniferous trees,Nordmann fir,2
Green notes , Coniferous trees,Norwegian pine,2
Green notes , Coniferous trees,Pitch pine,2
Green notes , Coniferous trees,Sawara cypress,2
Green notes , Coniferous trees,White cedar absolute,2
Green notes , Coniferous trees,Beach cedar,1
Green notes , Coniferous trees,Beach cedar,1
Green notes , Coniferous trees,Blue lebanon cedar,1
Green notes , Coniferous trees,Coniferan,1
Green notes , Coniferous trees,Florida cedar,1
Green notes , Coniferous trees,Himalaya spruce,1
Green notes , Coniferous trees,Huon pine tree,1
Green notes , Coniferous trees,Norfolk Island pine,1
Green notes , Coniferous trees,Sand pine,1
Green notes , Cucumber,Cucumber,459
Green notes , Cucumber,Cucumber water,13
Green notes , Cucumber,Cucumber blossom,6
Green notes , Cucumber,English cucumber,4
Green notes , Cucumber,Cucumber blossom water,1
Green notes , Cucumber,Cucumber peel,1
Green notes , Cucumber,Pickled cucumber,1
Green notes , Fern,Fern,318
Green notes , Fern,Fougère notes,160
Green notes , Fern,Bracken,5
Green notes , Fern,Wild fern,4
Green notes , Fern,Hart's-tongue fern,2
Green notes , Fern,Ostrich fern,2
Green notes , Fern,Royal fern,2
Green notes , Fern,Sweetfern,2
Green notes , Fern,Water fern,2
Green notes , Fern,Black fern,1
Green notes , Fern,Carolina mosquitofern,1
Green notes , Fern,Fem lei fern,1
Green notes , Fern,Hawaiian fern,1
Green notes , Fern,Hawaiian tree fern,1
Green notes , Fern,Lebanese fern,1
Green notes , Fern,Maidenhair fern,1
Green notes , Fern,Microsorum scolopendria,1
Green notes , Fern,Peruvian fern,1
Green notes , Fern,Red fern,1
Green notes , Fern,Silver fern,1
Green notes , Fern,Staghorn fern,1
Green notes , Fern,Sword fern,1
Green notes , Fern,Water fern,1
Green notes , Fern,White fern,1
Green notes , Fig,Fig,1223
Green notes , Fig,Fig leaf,507
Green notes , Fig,Green fig,89
Green notes , Fig,Fig wood,61
Green notes , Fig,Black fig,48
Green notes , Fig,Fig milk,45
Green notes , Fig,Fig tree,36
Green notes , Fig,Dried fig,19
Green notes , Fig,Fig blossom,18
Green notes , Fig,Wild fig,17
Green notes , Fig,Mediterranean fig,14
Green notes , Fig,Fig nectar,11
Green notes , Fig,White fig,9
Green notes , Fig,Kadota fig,6
Green notes , Fig,Fig tree bark,5
Green notes , Fig,Black mission fig,4
Green notes , Fig,Caramelised fig,4
Green notes , Fig,Fig jam,4
Green notes , Fig,Fig tea,3
Green notes , Fig,Italian fig,3
Green notes , Fig,Provençal fig,3
Green notes , Fig,Fig compote,2
Green notes , Fig,Fig honey,2
Green notes , Fig,Greek fig,2
Green notes , Fig,Moroccan fig,2
Green notes , Fig,Preserved fig,2
Green notes , Fig,Salted fig,2
Green notes , Fig,Spanish fig,2
Green notes , Fig,Tuscan fig,2
Green notes , Fig,Corsican fig leaf,1
Green notes , Fig,Egyptian fig,1
Green notes , Fig,Fig chutney,1
Green notes , Fig,Fig liqueur,1
Green notes , Fig,Fig pudding,1
Green notes , Fig,Fig seed,1
Green notes , Fig,Greek fig leaf,1
Green notes , Fig,Indian fig blossom,1
Green notes , Fig,Indian fig leaf,1
Green notes , Fig,Mediterranean fig wood,1
Green notes , Fig,Moroccan white fig,1
Green notes , Fig,Provençal fig leaf,1
Green notes , Fig,Sacred fig,1
Green notes , Fig,Sicilian fig,1
Green notes , Floralozone,Floralozone,12
Green notes , Grasses,Vetiver,12845
Green notes , Grasses,Grass,789
Green notes , Grasses,Cypriol,656
Green notes , Grasses,Hay,577
Green notes , Grasses,Lemon grass,575
Green notes , Grasses,Nagarmotha,354
Green notes , Grasses,Palmarosa,269
Green notes , Grasses,Sweetgrass,93
Green notes , Grasses,Sweet vernal grass,39
Green notes , Grasses,Straw,21
Green notes , Grasses,Sweetgrass,21
Green notes , Grasses,Helional,20
Green notes , Grasses,Dry grass,15
Green notes , Grasses,Dune grass,15
Green notes , Grasses,Neptune grass,11
Green notes , Grasses,Priprioca,10
Green notes , Grasses,Wild grass,10
Green notes , Grasses,Cyperus,9
Green notes , Grasses,Beachgrass,8
Green notes , Grasses,Bluegrass,7
Green notes , Grasses,Deertongue,6
Green notes , Grasses,African bluegrass,5
Green notes , Grasses,Kentucky bluegrass,5
Green notes , Grasses,Bamboo wood,4
Green notes , Grasses,Exotic grasses,3
Green notes , Grasses,Indian grass,3
Green notes , Grasses,Prairie grass,3
Green notes , Grasses,Wheatgrass,3
Green notes , Grasses,Camel grass,2
Green notes , Grasses,Gengri grass,2
Green notes , Grasses,Red nut sedge,2
Green notes , Grasses,Sedge,2
Green notes , Grasses,Tussock grass,2
Green notes , Grasses,Uniola paniculata,2
Green notes , Grasses,Andropogon virginicus,1
Green notes , Grasses,Anthoxanthum alpinum,1
Green notes , Grasses,Bentgrass,1
Green notes , Grasses,Blue moorgrass,1
Green notes , Grasses,Bottlebrush squirreltail,1
Green notes , Grasses,Buffalo grass,1
Green notes , Grasses,Burnt grass,1
Green notes , Grasses,Cockle,1
Green notes , Grasses,Distichlis spicata,1
Green notes , Grasses,Elephant grass,1
Green notes , Grasses,English grass,1
Green notes , Grasses,Indian coco-grass,1
Green notes , Grasses,Indian wild grass,1
Green notes , Grasses,Marsh arrowgrass,1
Green notes , Grasses,Marsh grass,1
Green notes , Grasses,Matgrass,1
Green notes , Grasses,Saltmeadow cordgrass,1
Green notes , Grasses,Savannah gras,1
Green notes , Grasses,Spinifex,1
Green notes , Grasses,Sweetgrass absolute,1
Green notes , Grasses,Trail grass,1
Green notes , Hemp,Hemp,93
Green notes , Hemp,Hop,31
Green notes , Hemp,Hemp flower,24
Green notes , Hemp,Indian hemp,8
Green notes , Hemp,Hop blossom,6
Green notes , Hemp,Hemp seed,3
Green notes , Hemp,Hop absolute,2
Green notes , Hemp,Mandarina bavaria hops,2
Green notes , Hemp,American hops,1
Green notes , Hemp,Green hop,1
Green notes , Hemp,Hemp absolute,1
Green notes , Herbs,Herbaceous notes,220
Green notes , Herbs,Wild herbs,24
Green notes , Herbs,Aromatic herbs,15
Green notes , Herbs,Mediterranean herbs,12
Green notes , Herbs,Dried herbs,9
Green notes , Herbs,Herbal tea,6
Green notes , Herbs,Provençal herbs,4
Green notes , Herbs,Forest herbs,3
Green notes , Herbs,Hawaiian herbs,3
Green notes , Herbs,Mountain herbs,3
Green notes , Herbs,Exotic herbs,2
Green notes , Herbs,Indian herbs,2
Green notes , Herbs,Afghan herbs,1
Green notes , Herbs,African herbs,1
Green notes , Herbs,Alpine herbs,1
Green notes , Herbs,Californian herbs,1
Green notes , Herbs,Cypriote herbs,1
Green notes , Herbs,Garrigue herbs,1
Green notes , Herbs,Herb liqueur,1
Green notes , Herbs,Herb seeds,1
Green notes , Herbs,Himalayan red herbs,1
Green notes , Herbs,Italian herbs,1
Green notes , Herbs,North african herbs,1
Green notes , Herbs,Oriental herbs,1
Green notes , Ivy,Ivy,467
Green notes , Ivy,Hedera canariensis,1
Green notes , Ivy,Ivy absolute,1
Green notes , Ivy,Ivy blossom,1
Green notes , Ivy,Ivy seed,1
Green notes , Ivy,Poison ivy,1
Green notes , Ivy,Swedish ivy,1
Green notes , Ivy,Water ivy,1
Green notes , Ivy,White ivy,1
Green notes , Juices,Coconut milk,417
Green notes , Juices,Plant juice,65
Green notes , Juices,Apple juice,48
Green notes , Juices,Orange juice,27
Green notes , Juices,Lemon juice,22
Green notes , Juices,Lime juice,18
Green notes , Juices,Peach juice,16
Green notes , Juices,Mulled cider,13
Green notes , Juices,Pineapple juice,13
Green notes , Juices,Bamboo sap,8
Green notes , Juices,Pear juice,8
Green notes , Juices,Cactus juice,4
Green notes , Juices,Fruit nectar,4
Green notes , Juices,Grapefruit juice,4
Green notes , Juices,Pomegranate juice,4
Green notes , Juices,Raspberry,4
Green notes , Juices,Mandarin orange juice,2
Green notes , Juices,Melon juice,2
Green notes , Juices,Plum juice,2
Green notes , Juices,Tree sap,2
Green notes , Juices,Blackberry juice,1
Green notes , Juices,Goji berry juice,1
Green notes , Juices,Kale juice,1
Green notes , Juices,Lettuce juice,1
Green notes , Juices,Mango juice,1
Green notes , Juices,Noni juice,1
Green notes , Kelp,Kelp,279
Green notes , Kelp,Fucus absolute,44
Green notes , Kelp,Dried kelp,4
Green notes , Kelp,Red kelp,4
Green notes , Kelp,French kelp,2
Green notes , Kelp,French fucus absolute,1
Green notes , Leaves,Violet leaf,2426
Green notes , Leaves,Green leaves,795
Green notes , Leaves,Leaves,516
Green notes , Leaves,Fig leaf,507
Green notes , Leaves,Bay leaf,323
Green notes , Leaves,Cedar leaf,294
Green notes , Leaves,Tomato leaf,252
Green notes , Leaves,Leaf green,231
Green notes , Leaves,Blackcurrant leaf,174
Green notes , Leaves,Cinnamon leaf,164
Green notes , Leaves,Lemon leaf,152
Green notes , Leaves,Mandarin orange leaf,134
Green notes , Leaves,Birch leaf,132
Green notes , Leaves,Geranium leaf,111
Green notes , Leaves,Bamboo leaf,85
Green notes , Leaves,Rose leaf,85
Green notes , Leaves,Raspberry leaf,76
Green notes , Leaves,Orange leaf,73
Green notes , Leaves,Palm leaf,65
Green notes , Leaves,Pineapple leaf,63
Green notes , Leaves,Shiso leaf,56
Green notes , Leaves,Clove leaf,52
Green notes , Leaves,Strawberry leaf,50
Green notes , Leaves,Bitter orange leaf,43
Green notes , Leaves,Olive leaf,41
Green notes , Leaves,Cypress leaf,36
Green notes , Leaves,Banana leaf,35
Green notes , Leaves,Maple leaf,32
Green notes , Leaves,Rhubarb leaf,32
Green notes , Leaves,Currant leaf,31
Green notes , Leaves,Oak leaf,31
Green notes , Leaves,Bergamot leaf,30
Green notes , Leaves,Kaffir lime leaf,30
Green notes , Leaves,Lime leaf,29
Green notes , Leaves,Magnolia leaf,29
Green notes , Leaves,Pear leaf,26
Green notes , Leaves,Pimento leaf,25
Green notes , Leaves,Grape leaf,24
Green notes , Leaves,Gardenia leaf,23
Green notes , Leaves,Champaca leaf,21
Green notes , Leaves,Citrus leaf,21
Green notes , Leaves,Blackberry leaf,20
Green notes , Leaves,Lotus leaf,18
Green notes , Leaves,Peach leaf,18
Green notes , Leaves,Apple leaf,15
Green notes , Leaves,Mango leaf,15
Green notes , Leaves,Charred leaves,14
Green notes , Leaves,Hazelnut leaf,14
Green notes , Leaves,Guava leaf,13
Green notes , Leaves,Pandanus leaf,13
Green notes , Leaves,Cocoa leaf,12
Green notes , Leaves,Lavender leaf,11
Green notes , Leaves,Rhododendron leaf,11
Green notes , Leaves,Curry leaf,10
Green notes , Leaves,Juniper leaf,10
Green notes , Leaves,Pepper leaf,10
Green notes , Leaves,Grapefruit leaf,9
Green notes , Leaves,Betel leaf,8
Green notes , Leaves,Ceylon cinnamon leaf,8
Green notes , Leaves,Cherry leaf,8
Green notes , Leaves,Cordyline leaf,8
Green notes , Leaves,Jasmine leaf,8
Green notes , Leaves,Lily-of-the-valley leaf,8
Green notes , Leaves,Linden tree leaf,8
Green notes , Leaves,Almond leaf,7
Green notes , Leaves,Coca leaf,7
Green notes , Leaves,Lily leaf,7
Green notes , Leaves,Vanilla leaf,7
Green notes , Leaves,Camphor leaf,6
Green notes , Leaves,Lilac leaf,6
Green notes , Leaves,Rosewood leaf,6
Green notes , Leaves,Water lily leaf,6
Green notes , Leaves,Cistus leaf,5
Green notes , Leaves,Dandelion leaf,5
Green notes , Leaves,Leaf alcohol,5
Green notes , Leaves,Pistachio leaf,5
Green notes , Leaves,Plum leaf,5
Green notes , Leaves,Redcurrant leaf,5
Green notes , Leaves,African violet leaf,4
Green notes , Leaves,Carnation leaf,4
Green notes , Leaves,Carrot leaf,4
Green notes , Leaves,Citron leaf,4
Green notes , Leaves,Dalbergia leaf,4
Green notes , Leaves,Ginger leaf,4
Green notes , Leaves,Iris leaf,4
Green notes , Leaves,Mimosa leaf,4
Green notes , Leaves,Myrtle leaf,4
Green notes , Leaves,Suriname cherry leaf,4
Green notes , Leaves,Apricot leaf,3
Green notes , Leaves,Bourbon geranium leaf,3
Green notes , Leaves,Camellia leaf,3
Green notes , Leaves,Eglantine rose leaf,3
Green notes , Leaves,Mastic leaf,3
Green notes , Leaves,Nutmeg leaf,3
Green notes , Leaves,Tulip leaf,3
Green notes , Leaves,Vetiver leaf,3
Green notes , Leaves,West Indian lantana leaf,3
Green notes , Leaves,Willow leaf,3
Green notes , Leaves,Angelica leaf,2
Green notes , Leaves,Atlas cedar leaf,2
Green notes , Leaves,Boxwood leaf,2
Green notes , Leaves,Caladium leaf,2
Green notes , Leaves,Chinese cassia leaf,2
Green notes , Leaves,Clementine leaf,2
Green notes , Leaves,Curcuma leaf,2
Green notes , Leaves,Cyclamen leaf,2
Green notes , Leaves,Dog rose leaf,2
Green notes , Leaves,Frangipani leaf,2
Green notes , Leaves,Freesia leaf,2
Green notes , Leaves,Hibiscus leaf,2
Green notes , Leaves,Liquorice leaf,2
Green notes , Leaves,Marigold leaf,2
Green notes , Leaves,Mulberry leaf,2
Green notes , Leaves,Peony leaf,2
Green notes , Leaves,Pittosporum leaf,2
Green notes , Leaves,Sweet violet leaf,2
Green notes , Leaves,Tamarind leaf,2
Green notes , Leaves,Tea rose leaf,2
Green notes , Leaves,Woodland strawberry leaf,2
Green notes , Leaves,Yuzu leaf,2
Green notes , Leaves,Acacia leaf,1
Green notes , Leaves,Aspen leaf,1
Green notes , Leaves,Avocado leaf,1
Green notes , Leaves,Baobab leaf,1
Green notes , Leaves,Black rose leaf,1
Green notes , Leaves,Blueberry leaf,1
Green notes , Leaves,Chinotto leaf,1
Green notes , Leaves,Chrysanthemum leaf,1
Green notes , Leaves,Datura leaf,1
Green notes , Leaves,Eastern black walnut leaf,1
Green notes , Leaves,Elemi leaf,1
Green notes , Leaves,Goji leaf,1
Green notes , Leaves,Hawthorn leaf,1
Green notes , Leaves,Heather leaf,1
Green notes , Leaves,Himalaya cedar leaf,1
Green notes , Leaves,Holly leaf,1
Green notes , Leaves,Honeysuckle leaf,1
Green notes , Leaves,Hortensia leaf,1
Green notes , Leaves,Katsura leaf,1
Green notes , Leaves,Kudzu leaf,1
Green notes , Leaves,Kumquat leaf,1
Green notes , Leaves,Leaf absolute,1
Green notes , Leaves,Liatrix leaf,1
Green notes , Leaves,Lychee leaf,1
Green notes , Leaves,Oleander leaf,1
Green notes , Leaves,Orchid leaf,1
Green notes , Leaves,Ox-eye daisy leaf,1
Green notes , Leaves,Pelargonium leaf,1
Green notes , Leaves,Phytolacca dioica leaf,1
Green notes , Leaves,Pine leaf,1
Green notes , Leaves,Plantain leaf,1
Green notes , Leaves,Pomelo leaf,1
Green notes , Leaves,Quince leaf,1
Green notes , Leaves,Reseda leaf,1
Green notes , Leaves,Rice leaf,1
Green notes , Leaves,Sequoia leaf,1
Green notes , Leaves,Silver birch leaf,1
Green notes , Leaves,South African rose leaf,1
Green notes , Leaves,Stephanotis leaf,1
Green notes , Leaves,Vanilla orchid leaf,1
Green notes , Leaves,Virginia cedar leaf,1
Green notes , Leaves,White currant leaf,1
Green notes , Leaves,White frangipani leaf,1
Green notes , Leaves,Wild cherry leaf,1
Green notes , Lovage,Lovage,22
Green notes , Lovage,Lovage root,1
Green notes , Matcha,Matcha,68
Green notes , Matcha,Matcha latte,1
Green notes , Matcha,Matcha powder,1
Green notes , Maté tea,Maté tea,52
Green notes , Maté tea,Paraguayan mate tea absolute,2
Green notes , Maté tea,Argentinian maté tea,1
Green notes , Maté tea,Maté tea absolute,1
Green notes , Mistletoe,Mistletoe,17
Green notes , Mistletoe,Mistletoe berry,1
Green notes , Pandanus,Pandanus,47
Green notes , Pandanus,Kewda attar,13
Green notes , Pandanus,Pandanus leaf,13
Green notes , Pandanus,Pandanus blossom,9
Green notes , Pandanus,Indian pandanus,2
Green notes , Pandanus,Pandanus fruit,2
Green notes , Pandanus,Pandanus root,1
Green notes , Papyrus,Papyrus,375
Green notes , Papyrus,Indian papyrus,28
Green notes , Papyrus,Egyptian papyrus,6
Green notes , Papyrus,Papyrus root,3
Green notes , Papyrus,Papyrus absolute,2
Green notes , Pea,Pea,12
Green notes , Pea,Pea flower,2
Green notes , Pea,Desert pea,1
Green notes , Pea,Pea pod,1
Green notes , Plants,Tarragon,688
Green notes , Plants,Spearmint,541
Green notes , Plants,Myrtle,419
Green notes , Plants,Cannabis,236
Green notes , Plants,Calla,77
Green notes , Plants,Mexican orange,64
Green notes , Plants,Sweet gale,54
Green notes , Plants,Yarrow,52
Green notes , Plants,Red sandalwood,49
Green notes , Plants,Red ginger,46
Green notes , Plants,Dill,39
Green notes , Plants,Ginseng,38
Green notes , Plants,Chaparral,25
Green notes , Plants,Cascarilla,24
Green notes , Plants,Katrafay,22
Green notes , Plants,Rock samphire,20
Green notes , Plants,Saint John's wort,20
Green notes , Plants,Desert rose,19
Green notes , Plants,Rooibos,17
Green notes , Plants,Borage,16
Green notes , Plants,Cape gooseberry,16
Green notes , Plants,Argania,15
Green notes , Plants,Loquat,15
Green notes , Plants,Jacaranda,14
Green notes , Plants,Hemlock,13
Green notes , Plants,Mesquite tree,13
Green notes , Plants,Winterberry,13
Green notes , Plants,Ironwood,12
Green notes , Plants,Orange jessamine,12
Green notes , Plants,White genepi,12
Green notes , Plants,Lakawood,11
Green notes , Plants,Arbutus,10
Green notes , Plants,Savory,10
Green notes , Plants,Bushman's candle absolute,9
Green notes , Plants,Greater stitchwort,9
Green notes , Plants,Greenland moss,9
Green notes , Plants,Tansy,9
Green notes , Plants,Baobab,8
Green notes , Plants,Christ's thorn jujube,8
Green notes , Plants,Gingko,8
Green notes , Plants,Honeybush,8
Green notes , Plants,Nyctanthes arbor-tristis,8
Green notes , Plants,Phytolacca dioica,8
Green notes , Plants,Bouvardia,7
Green notes , Plants,Cupuaçu,7
Green notes , Plants,Damiana,7
Green notes , Plants,Periploca sepium,7
Green notes , Plants,Terebinth,7
Green notes , Plants,Adesmia boronioides,6
Green notes , Plants,Cajuput tree,6
Green notes , Plants,Columbine,6
Green notes , Plants,Costmary,6
Green notes , Plants,Mahonia,6
Green notes , Plants,Torch ginger,6
Green notes , Plants,Wintersweet,6
Green notes , Plants,Chasteberry,5
Green notes , Plants,Conobea scoparioides,5
Green notes , Plants,Croton catatii,5
Green notes , Plants,Euphorbia,5
Green notes , Plants,Golden chain,5
Green notes , Plants,Khella,5
Green notes , Plants,Lindera benzoin,5
Green notes , Plants,Schisandra,5
Green notes , Plants,Amelanchier,4
Green notes , Plants,Bitter ginger,4
Green notes , Plants,Bleeding-heart flower,4
Green notes , Plants,Bulrush,4
Green notes , Plants,Carob tree,4
Green notes , Plants,Chicory,4
Green notes , Plants,Cockscomb,4
Green notes , Plants,Elaeagnus,4
Green notes , Plants,Honeybush CO2,4
Green notes , Plants,Jade vine,4
Green notes , Plants,Kudzu,4
Green notes , Plants,Kunzea,4
Green notes , Plants,Kuromoji,4
Green notes , Plants,Mohavea confertiflora,4
Green notes , Plants,Rambutan,4
Green notes , Plants,Cinnamomum glaucescens,3
Green notes , Plants,Cinquefoil,3
Green notes , Plants,Common dogwood,3
Green notes , Plants,Daisy tree,3
Green notes , Plants,French hyssop,3
Green notes , Plants,Hickory,3
Green notes , Plants,Japanese shell ginger,3
Green notes , Plants,Kanuka,3
Green notes , Plants,Lamb's-ear,3
Green notes , Plants,Mountain avens,3
Green notes , Plants,Ocotea quixos,3
Green notes , Plants,Podocarpus totara,3
Green notes , Plants,Safflower,3
Green notes , Plants,Sedum,3
Green notes , Plants,Sweet pepper bush,3
Green notes , Plants,Tamarisk,3
Green notes , Plants,Acacia acuminata,2
Green notes , Plants,Achiote,2
Green notes , Plants,Bacopa,2
Green notes , Plants,Baptisia australis,2
Green notes , Plants,Bird cherry,2
Green notes , Plants,Bonsai,2
Green notes , Plants,Bursera,2
Green notes , Plants,Canadian horseweed,2
Green notes , Plants,Cassowary plum,2
Green notes , Plants,Chervil,2
Green notes , Plants,Comfrey,2
Green notes , Plants,Corylopsis,2
Green notes , Plants,Cretan dittany,2
Green notes , Plants,Croton,2
Green notes , Plants,Feverfew,2
Green notes , Plants,Gmelina arborea,2
Green notes , Plants,Goji,2
Green notes , Plants,Hazel,2
Green notes , Plants,Knapweed,2
Green notes , Plants,Kowhai,2
Green notes , Plants,Lucuma,2
Green notes , Plants,Malay rose apple,2
Green notes , Plants,Muskflower,2
Green notes , Plants,Naranjilla,2
Green notes , Plants,Neem,2
Green notes , Plants,Oysterplant,2
Green notes , Plants,Persian violet,2
Green notes , Plants,Pink cedar,2
Green notes , Plants,Pohutukawa,2
Green notes , Plants,Prickly ash,2
Green notes , Plants,Sawara cypress,2
Green notes , Plants,Scaevola taccada,2
Green notes , Plants,Sea holly,2
Green notes , Plants,Sea mango,2
Green notes , Plants,Southernwood,2
Green notes , Plants,Tarchonanthus camphoratus,2
Green notes , Plants,Terminalia elliptica,2
Green notes , Plants,Toadflax,2
Green notes , Plants,Tormentil,2
Green notes , Plants,Water pepper,2
Green notes , Plants,Yucca,2
Green notes , Plants,Abronia ammophila,1
Green notes , Plants,Albizia saman,1
Green notes , Plants,Aloe tree,1
Green notes , Plants,Alyxia stellata,1
Green notes , Plants,Ambrosia monogyra,1
Green notes , Plants,Amsonia,1
Green notes , Plants,Angico-Branco,1
Green notes , Plants,Angraecum compactum,1
Green notes , Plants,Aralia,1
Green notes , Plants,Aristolochia,1
Green notes , Plants,Asian pigeonwings,1
Green notes , Plants,Banksia,1
Green notes , Plants,Barringtonia,1
Green notes , Plants,Bauhinia,1
Green notes , Plants,Bearberry,1
Green notes , Plants,Bitter-berry,1
Green notes , Plants,Black apricot,1
Green notes , Plants,Black chokeberry,1
Green notes , Plants,Boldo,1
Green notes , Plants,Brunfelsia gigantea,1
Green notes , Plants,Buckthorn,1
Green notes , Plants,Burdock root,1
Green notes , Plants,Calathea,1
Green notes , Plants,Callistemon,1
Green notes , Plants,Calumba,1
Green notes , Plants,Candlenut,1
